"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","HUR","TOT","PC_LF","M","2013-01",7.451982,"E"
"G-7","HUR","TOT","PC_LF","M","2013-02",7.312692,"E"
"G-7","HUR","TOT","PC_LF","M","2013-03",7.234087,"E"
"G-7","HUR","TOT","PC_LF","M","2013-04",7.243033,"E"
"G-7","HUR","TOT","PC_LF","M","2013-05",7.209114,"E"
"G-7","HUR","TOT","PC_LF","M","2013-06",7.182453,"E"
"G-7","HUR","TOT","PC_LF","M","2013-07",7.045582,"E"
"G-7","HUR","TOT","PC_LF","M","2013-08",7.074124,"E"
"G-7","HUR","TOT","PC_LF","M","2013-09",7.031785,"E"
"G-7","HUR","TOT","PC_LF","M","2013-10",6.981517,"E"
"G-7","HUR","TOT","PC_LF","M","2013-11",6.851946,"E"
"G-7","HUR","TOT","PC_LF","M","2013-12",6.728565,"E"
"G-7","HUR","TOT","PC_LF","M","2014-01",6.664993,"E"
"G-7","HUR","TOT","PC_LF","M","2014-02",6.679313,"E"
"G-7","HUR","TOT","PC_LF","M","2014-03",6.651889,"E"
"G-7","HUR","TOT","PC_LF","M","2014-04",6.447328,"E"
"G-7","HUR","TOT","PC_LF","M","2014-05",6.456178,"E"
"G-7","HUR","TOT","PC_LF","M","2014-06",6.336411,"E"
"G-7","HUR","TOT","PC_LF","M","2014-07",6.412937,"E"
"G-7","HUR","TOT","PC_LF","M","2014-08",6.333125,"E"
"G-7","HUR","TOT","PC_LF","M","2014-09",6.277877,"E"
"G-7","HUR","TOT","PC_LF","M","2014-10",6.202043,"E"
"G-7","HUR","TOT","PC_LF","M","2014-11",6.201289,"E"
"G-7","HUR","TOT","PC_LF","M","2014-12",6.027939,"E"
"G-7","HUR","TOT","PC_LF","M","2015-01",6.059247,"E"
"G-7","HUR","TOT","PC_LF","M","2015-02",5.984421,"E"
"G-7","HUR","TOT","PC_LF","M","2015-03",5.951419,"E"
"G-7","HUR","TOT","PC_LF","M","2015-04",5.940849,"E"
"G-7","HUR","TOT","PC_LF","M","2015-05",6.006812,"E"
"G-7","HUR","TOT","PC_LF","M","2015-06",5.864703,"E"
"G-7","HUR","TOT","PC_LF","M","2015-07",5.766656,"E"
"G-7","HUR","TOT","PC_LF","M","2015-08",5.706401,"E"
"G-7","HUR","TOT","PC_LF","M","2015-09",5.6675,"E"
"G-7","HUR","TOT","PC_LF","M","2015-10",5.620924,"E"
"G-7","HUR","TOT","PC_LF","M","2015-11",5.638937,"E"
"G-7","HUR","TOT","PC_LF","M","2015-12",5.607481,"E"
"G-7","HUR","TOT","PC_LF","M","2016-01",5.524426,"E"
"G-7","HUR","TOT","PC_LF","M","2016-02",5.557052,"E"
"G-7","HUR","TOT","PC_LF","M","2016-03",5.575588,"E"
"G-7","HUR","TOT","PC_LF","M","2016-04",5.607602,"E"
"G-7","HUR","TOT","PC_LF","M","2016-05",5.457099,"E"
"G-7","HUR","TOT","PC_LF","M","2016-06",5.457827,"E"
"G-7","HUR","TOT","PC_LF","M","2016-07",5.409283,"E"
"G-7","HUR","TOT","PC_LF","M","2016-08",5.427293,"E"
"G-7","HUR","TOT","PC_LF","M","2016-09",5.482916,"E"
"G-7","HUR","TOT","PC_LF","M","2016-10",5.415724,"E"
"G-7","HUR","TOT","PC_LF","M","2016-11",5.36026,"E"
"G-7","HUR","TOT","PC_LF","M","2016-12",5.33638,"E"
"G-7","HUR","TOT","PC_LF","M","2017-01",5.277408,"E"
"G-7","HUR","TOT","PC_LF","M","2017-02",5.195793,"E"
"G-7","HUR","TOT","PC_LF","M","2017-03",5.113301,"E"
"G-7","HUR","TOT","PC_LF","M","2017-04",5.057689,"E"
"G-7","HUR","TOT","PC_LF","M","2017-05",5.087125,"E"
"G-7","HUR","TOT","PC_LF","M","2017-06",4.970033,"E"
"G-7","HUR","TOT","PC_LF","M","2017-07",4.957153,"E"
"G-7","HUR","TOT","PC_LF","M","2017-08",4.987023,"E"
"G-7","HUR","TOT","PC_LF","M","2017-09",4.896237,"E"
"G-7","HUR","TOT","PC_LF","M","2017-10",4.831853,"E"
"G-7","HUR","TOT","PC_LF","M","2017-11",4.828474,"E"
"G-7","HUR","TOT","PC_LF","M","2017-12",4.779231,"E"
"G-7","HUR","TOT","PC_LF","M","2018-01",4.681727,"E"
"G-7","HUR","TOT","PC_LF","M","2018-02",4.698366,"E"
"G-7","HUR","TOT","PC_LF","M","2018-03",4.675698,"E"
"G-7","HUR","TOT","PC_LF","M","2018-04",4.679656,"E"
"G-7","HUR","TOT","PC_LF","M","2018-05",4.509185,"E"
"G-7","HUR","TOT","PC_LF","M","2018-06",4.611746,"E"
"G-7","HUR","TOT","PC_LF","M","2018-07",4.491054,"E"
"G-7","HUR","TOT","PC_LF","M","2018-08",4.486258,"E"
"G-7","HUR","TOT","PC_LF","M","2018-09",4.433698,"E"
"G-7","HUR","TOT","PC_LF","M","2018-10",4.480987,"E"
"G-7","HUR","TOT","PC_LF","M","2018-11",4.464461,"E"
"G-7","HUR","TOT","PC_LF","M","2018-12",4.491835,"E"
"G-7","HUR","TOT","PC_LF","M","2019-01",4.527493,"E"
"G-7","HUR","TOT","PC_LF","M","2019-02",4.391623,"E"
"G-7","HUR","TOT","PC_LF","M","2019-03",4.403994,"E"
"G-7","HUR","TOT","PC_LF","M","2019-04",4.35638,"E"
"G-7","HUR","TOT","PC_LF","M","2019-05",4.30654,"E"
"G-7","HUR","TOT","PC_LF","M","2019-06",4.254005,"E"
"G-7","HUR","TOT","PC_LF","M","2019-07",4.235038,"E"
"G-7","HUR","TOT","PC_LF","M","2019-08",4.218745,"E"
"G-7","HUR","TOT","PC_LF","M","2019-09",4.162132,"E"
"G-7","HUR","TOT","PC_LF","M","2019-10",4.205329,"E"
"G-7","HUR","TOT","PC_LF","M","2019-11",4.222584,"E"
"G-7","HUR","TOT","PC_LF","M","2019-12",4.20466,"E"
"G-7","HUR","TOT","PC_LF","M","2020-01",4.22055,"E"
"G-7","HUR","TOT","PC_LF","M","2020-02",4.187756,"E"
"G-7","HUR","TOT","PC_LF","M","2020-03",4.538917,"E"
"G-7","HUR","TOT","PC_LF","M","2020-04",9.165439,"E"
"G-7","HUR","TOT","PC_LF","M","2020-05",8.706622,"E"
"G-7","HUR","TOT","PC_LF","M","2020-06",7.869366,"E"
"G-7","HUR","TOT","PC_LF","M","2020-07",7.562876,"E"
"G-7","HUR","TOT","PC_LF","M","2020-08",6.877157,"E"
"G-7","HUR","TOT","PC_LF","M","2020-09",6.601173,"E"
"G-7","HUR","TOT","PC_LF","M","2020-10",6.164599,"E"
"G-7","HUR","TOT","PC_LF","M","2020-11",5.991327,"E"
"G-7","HUR","TOT","PC_LF","M","2020-12",5.985771,"E"
"G-7","HUR","TOT","PC_LF","M","2021-01",5.860116,"E"
"G-7","HUR","TOT","PC_LF","M","2021-02",5.756601,"E"
"G-7","HUR","TOT","PC_LF","M","2021-03",5.566308,"E"
"G-7","HUR","TOT","PC_LF","M","2021-04",5.6739,"E"
"G-7","HUR","TOT","PC_LF","M","2021-05",5.536756,"E"
"G-7","HUR","TOT","PC_LF","M","2021-06",5.467249,"E"
"G-7","HUR","TOT","PC_LF","M","2021-07",5.191287,"E"
"G-7","HUR","TOT","PC_LF","M","2021-08",5.077852,"E"
"G-7","HUR","TOT","PC_LF","M","2021-09",4.856965,"E"
"EA19","HUR","TOT","PC_LF","M","2005-01",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-02",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-03",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-04",9.3,
"EA19","HUR","TOT","PC_LF","M","2005-05",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-06",9.2,
"EA19","HUR","TOT","PC_LF","M","2005-07",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-08",9,
"EA19","HUR","TOT","PC_LF","M","2005-09",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-10",9.1,
"EA19","HUR","TOT","PC_LF","M","2005-11",9,
"EA19","HUR","TOT","PC_LF","M","2005-12",8.9,
"EA19","HUR","TOT","PC_LF","M","2006-01",8.9,
"EA19","HUR","TOT","PC_LF","M","2006-02",8.8,
"EA19","HUR","TOT","PC_LF","M","2006-03",8.7,
"EA19","HUR","TOT","PC_LF","M","2006-04",8.6,
"EA19","HUR","TOT","PC_LF","M","2006-05",8.5,
"EA19","HUR","TOT","PC_LF","M","2006-06",8.4,
"EA19","HUR","TOT","PC_LF","M","2006-07",8.3,
"EA19","HUR","TOT","PC_LF","M","2006-08",8.3,
"EA19","HUR","TOT","PC_LF","M","2006-09",8.2,
"EA19","HUR","TOT","PC_LF","M","2006-10",8.1,
"EA19","HUR","TOT","PC_LF","M","2006-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2006-12",8,
"EA19","HUR","TOT","PC_LF","M","2007-01",7.9,
"EA19","HUR","TOT","PC_LF","M","2007-02",7.8,
"EA19","HUR","TOT","PC_LF","M","2007-03",7.7,
"EA19","HUR","TOT","PC_LF","M","2007-04",7.6,
"EA19","HUR","TOT","PC_LF","M","2007-05",7.6,
"EA19","HUR","TOT","PC_LF","M","2007-06",7.5,
"EA19","HUR","TOT","PC_LF","M","2007-07",7.5,
"EA19","HUR","TOT","PC_LF","M","2007-08",7.5,
"EA19","HUR","TOT","PC_LF","M","2007-09",7.4,
"EA19","HUR","TOT","PC_LF","M","2007-10",7.4,
"EA19","HUR","TOT","PC_LF","M","2007-11",7.4,
"EA19","HUR","TOT","PC_LF","M","2007-12",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-01",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-02",7.3,
"EA19","HUR","TOT","PC_LF","M","2008-03",7.3,
"EA19","HUR","TOT","PC_LF","M","2008-04",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-05",7.4,
"EA19","HUR","TOT","PC_LF","M","2008-06",7.5,
"EA19","HUR","TOT","PC_LF","M","2008-07",7.5,
"EA19","HUR","TOT","PC_LF","M","2008-08",7.6,
"EA19","HUR","TOT","PC_LF","M","2008-09",7.7,
"EA19","HUR","TOT","PC_LF","M","2008-10",7.9,
"EA19","HUR","TOT","PC_LF","M","2008-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2008-12",8.4,
"EA19","HUR","TOT","PC_LF","M","2009-01",8.7,
"EA19","HUR","TOT","PC_LF","M","2009-02",9.1,
"EA19","HUR","TOT","PC_LF","M","2009-03",9.4,
"EA19","HUR","TOT","PC_LF","M","2009-04",9.5,
"EA19","HUR","TOT","PC_LF","M","2009-05",9.6,
"EA19","HUR","TOT","PC_LF","M","2009-06",9.7,
"EA19","HUR","TOT","PC_LF","M","2009-07",9.9,
"EA19","HUR","TOT","PC_LF","M","2009-08",9.9,
"EA19","HUR","TOT","PC_LF","M","2009-09",10.1,
"EA19","HUR","TOT","PC_LF","M","2009-10",10.1,
"EA19","HUR","TOT","PC_LF","M","2009-11",10.2,
"EA19","HUR","TOT","PC_LF","M","2009-12",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-01",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-02",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-03",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-04",10.4,
"EA19","HUR","TOT","PC_LF","M","2010-05",10.4,
"EA19","HUR","TOT","PC_LF","M","2010-06",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-07",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-08",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-09",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-10",10.3,
"EA19","HUR","TOT","PC_LF","M","2010-11",10.2,
"EA19","HUR","TOT","PC_LF","M","2010-12",10.2,
"EA19","HUR","TOT","PC_LF","M","2011-01",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-02",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-03",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-04",10,
"EA19","HUR","TOT","PC_LF","M","2011-05",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-06",10.1,
"EA19","HUR","TOT","PC_LF","M","2011-07",10.2,
"EA19","HUR","TOT","PC_LF","M","2011-08",10.3,
"EA19","HUR","TOT","PC_LF","M","2011-09",10.4,
"EA19","HUR","TOT","PC_LF","M","2011-10",10.5,
"EA19","HUR","TOT","PC_LF","M","2011-11",10.7,
"EA19","HUR","TOT","PC_LF","M","2011-12",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-01",10.8,
"EA19","HUR","TOT","PC_LF","M","2012-02",11,
"EA19","HUR","TOT","PC_LF","M","2012-03",11.2,
"EA19","HUR","TOT","PC_LF","M","2012-04",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-05",11.3,
"EA19","HUR","TOT","PC_LF","M","2012-06",11.4,
"EA19","HUR","TOT","PC_LF","M","2012-07",11.5,
"EA19","HUR","TOT","PC_LF","M","2012-08",11.6,
"EA19","HUR","TOT","PC_LF","M","2012-09",11.7,
"EA19","HUR","TOT","PC_LF","M","2012-10",11.8,
"EA19","HUR","TOT","PC_LF","M","2012-11",11.9,
"EA19","HUR","TOT","PC_LF","M","2012-12",11.9,
"EA19","HUR","TOT","PC_LF","M","2013-01",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-02",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-03",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-04",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-05",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-06",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-07",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-08",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-09",12.1,
"EA19","HUR","TOT","PC_LF","M","2013-10",12,
"EA19","HUR","TOT","PC_LF","M","2013-11",12,
"EA19","HUR","TOT","PC_LF","M","2013-12",11.9,
"EA19","HUR","TOT","PC_LF","M","2014-01",12,
"EA19","HUR","TOT","PC_LF","M","2014-02",12,
"EA19","HUR","TOT","PC_LF","M","2014-03",11.8,
"EA19","HUR","TOT","PC_LF","M","2014-04",11.7,
"EA19","HUR","TOT","PC_LF","M","2014-05",11.7,
"EA19","HUR","TOT","PC_LF","M","2014-06",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-07",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-08",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-09",11.5,
"EA19","HUR","TOT","PC_LF","M","2014-10",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-11",11.6,
"EA19","HUR","TOT","PC_LF","M","2014-12",11.4,
"EA19","HUR","TOT","PC_LF","M","2015-01",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-02",11.3,
"EA19","HUR","TOT","PC_LF","M","2015-03",11.2,
"EA19","HUR","TOT","PC_LF","M","2015-04",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-05",11.1,
"EA19","HUR","TOT","PC_LF","M","2015-06",11,
"EA19","HUR","TOT","PC_LF","M","2015-07",10.8,
"EA19","HUR","TOT","PC_LF","M","2015-08",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-09",10.6,
"EA19","HUR","TOT","PC_LF","M","2015-10",10.7,
"EA19","HUR","TOT","PC_LF","M","2015-11",10.5,
"EA19","HUR","TOT","PC_LF","M","2015-12",10.5,
"EA19","HUR","TOT","PC_LF","M","2016-01",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-02",10.4,
"EA19","HUR","TOT","PC_LF","M","2016-03",10.3,
"EA19","HUR","TOT","PC_LF","M","2016-04",10.3,
"EA19","HUR","TOT","PC_LF","M","2016-05",10.2,
"EA19","HUR","TOT","PC_LF","M","2016-06",10.1,
"EA19","HUR","TOT","PC_LF","M","2016-07",10,
"EA19","HUR","TOT","PC_LF","M","2016-08",9.9,
"EA19","HUR","TOT","PC_LF","M","2016-09",9.9,
"EA19","HUR","TOT","PC_LF","M","2016-10",9.8,
"EA19","HUR","TOT","PC_LF","M","2016-11",9.8,
"EA19","HUR","TOT","PC_LF","M","2016-12",9.7,
"EA19","HUR","TOT","PC_LF","M","2017-01",9.6,
"EA19","HUR","TOT","PC_LF","M","2017-02",9.5,
"EA19","HUR","TOT","PC_LF","M","2017-03",9.4,
"EA19","HUR","TOT","PC_LF","M","2017-04",9.2,
"EA19","HUR","TOT","PC_LF","M","2017-05",9.2,
"EA19","HUR","TOT","PC_LF","M","2017-06",9.1,
"EA19","HUR","TOT","PC_LF","M","2017-07",9,
"EA19","HUR","TOT","PC_LF","M","2017-08",9,
"EA19","HUR","TOT","PC_LF","M","2017-09",8.9,
"EA19","HUR","TOT","PC_LF","M","2017-10",8.8,
"EA19","HUR","TOT","PC_LF","M","2017-11",8.7,
"EA19","HUR","TOT","PC_LF","M","2017-12",8.7,
"EA19","HUR","TOT","PC_LF","M","2018-01",8.7,
"EA19","HUR","TOT","PC_LF","M","2018-02",8.6,
"EA19","HUR","TOT","PC_LF","M","2018-03",8.5,
"EA19","HUR","TOT","PC_LF","M","2018-04",8.4,
"EA19","HUR","TOT","PC_LF","M","2018-05",8.3,
"EA19","HUR","TOT","PC_LF","M","2018-06",8.2,
"EA19","HUR","TOT","PC_LF","M","2018-07",8.1,
"EA19","HUR","TOT","PC_LF","M","2018-08",8,
"EA19","HUR","TOT","PC_LF","M","2018-09",8,
"EA19","HUR","TOT","PC_LF","M","2018-10",8,
"EA19","HUR","TOT","PC_LF","M","2018-11",7.9,
"EA19","HUR","TOT","PC_LF","M","2018-12",7.8,
"EA19","HUR","TOT","PC_LF","M","2019-01",7.8,
"EA19","HUR","TOT","PC_LF","M","2019-02",7.8,
"EA19","HUR","TOT","PC_LF","M","2019-03",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-04",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-05",7.7,
"EA19","HUR","TOT","PC_LF","M","2019-06",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-07",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-08",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-09",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-10",7.4,
"EA19","HUR","TOT","PC_LF","M","2019-11",7.5,
"EA19","HUR","TOT","PC_LF","M","2019-12",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-01",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-02",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-03",7.1,
"EA19","HUR","TOT","PC_LF","M","2020-04",7.3,
"EA19","HUR","TOT","PC_LF","M","2020-05",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-06",8,
"EA19","HUR","TOT","PC_LF","M","2020-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-08",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-09",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-10",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2020-12",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-01",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-02",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-03",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-04",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-05",8,
"EA19","HUR","TOT","PC_LF","M","2021-06",7.8,
"EA19","HUR","TOT","PC_LF","M","2021-07",7.6,
"EA19","HUR","TOT","PC_LF","M","2021-08",7.5,
"EA19","HUR","TOT","PC_LF","M","2021-09",7.4,
"LVA","HUR","TOT","PC_LF","M","2005-01",11.4,
"LVA","HUR","TOT","PC_LF","M","2005-02",11,
"LVA","HUR","TOT","PC_LF","M","2005-03",10.7,
"LVA","HUR","TOT","PC_LF","M","2005-04",10.3,
"LVA","HUR","TOT","PC_LF","M","2005-05",10,
"LVA","HUR","TOT","PC_LF","M","2005-06",10,
"LVA","HUR","TOT","PC_LF","M","2005-07",10,
"LVA","HUR","TOT","PC_LF","M","2005-08",10,
"LVA","HUR","TOT","PC_LF","M","2005-09",9.9,
"LVA","HUR","TOT","PC_LF","M","2005-10",9.4,
"LVA","HUR","TOT","PC_LF","M","2005-11",8.8,
"LVA","HUR","TOT","PC_LF","M","2005-12",8.5,
"LVA","HUR","TOT","PC_LF","M","2006-01",8.4,
"LVA","HUR","TOT","PC_LF","M","2006-02",8.2,
"LVA","HUR","TOT","PC_LF","M","2006-03",7.9,
"LVA","HUR","TOT","PC_LF","M","2006-04",7.3,
"LVA","HUR","TOT","PC_LF","M","2006-05",6.9,
"LVA","HUR","TOT","PC_LF","M","2006-06",6.6,
"LVA","HUR","TOT","PC_LF","M","2006-07",6.4,
"LVA","HUR","TOT","PC_LF","M","2006-08",6.3,
"LVA","HUR","TOT","PC_LF","M","2006-09",6.4,
"LVA","HUR","TOT","PC_LF","M","2006-10",6.5,
"LVA","HUR","TOT","PC_LF","M","2006-11",6.5,
"LVA","HUR","TOT","PC_LF","M","2006-12",6.7,
"LVA","HUR","TOT","PC_LF","M","2007-01",6.7,
"LVA","HUR","TOT","PC_LF","M","2007-02",6.8,
"LVA","HUR","TOT","PC_LF","M","2007-03",6.6,
"LVA","HUR","TOT","PC_LF","M","2007-04",6.3,
"LVA","HUR","TOT","PC_LF","M","2007-05",6.1,
"LVA","HUR","TOT","PC_LF","M","2007-06",6,
"LVA","HUR","TOT","PC_LF","M","2007-07",6,
"LVA","HUR","TOT","PC_LF","M","2007-08",5.9,
"LVA","HUR","TOT","PC_LF","M","2007-09",5.7,
"LVA","HUR","TOT","PC_LF","M","2007-10",5.4,
"LVA","HUR","TOT","PC_LF","M","2007-11",5.4,
"LVA","HUR","TOT","PC_LF","M","2007-12",5.6,
"LVA","HUR","TOT","PC_LF","M","2008-01",6.2,
"LVA","HUR","TOT","PC_LF","M","2008-02",6.5,
"LVA","HUR","TOT","PC_LF","M","2008-03",6.4,
"LVA","HUR","TOT","PC_LF","M","2008-04",6.3,
"LVA","HUR","TOT","PC_LF","M","2008-05",6.4,
"LVA","HUR","TOT","PC_LF","M","2008-06",6.6,
"LVA","HUR","TOT","PC_LF","M","2008-07",7,
"LVA","HUR","TOT","PC_LF","M","2008-08",7.6,
"LVA","HUR","TOT","PC_LF","M","2008-09",8.5,
"LVA","HUR","TOT","PC_LF","M","2008-10",9.6,
"LVA","HUR","TOT","PC_LF","M","2008-11",10.6,
"LVA","HUR","TOT","PC_LF","M","2008-12",11.4,
"LVA","HUR","TOT","PC_LF","M","2009-01",12.4,
"LVA","HUR","TOT","PC_LF","M","2009-02",13.7,
"LVA","HUR","TOT","PC_LF","M","2009-03",14.9,
"LVA","HUR","TOT","PC_LF","M","2009-04",16,
"LVA","HUR","TOT","PC_LF","M","2009-05",17.1,
"LVA","HUR","TOT","PC_LF","M","2009-06",18,
"LVA","HUR","TOT","PC_LF","M","2009-07",19,
"LVA","HUR","TOT","PC_LF","M","2009-08",19.5,
"LVA","HUR","TOT","PC_LF","M","2009-09",19.7,
"LVA","HUR","TOT","PC_LF","M","2009-10",20,
"LVA","HUR","TOT","PC_LF","M","2009-11",20.3,
"LVA","HUR","TOT","PC_LF","M","2009-12",20.6,
"LVA","HUR","TOT","PC_LF","M","2010-01",20.6,
"LVA","HUR","TOT","PC_LF","M","2010-02",20.5,
"LVA","HUR","TOT","PC_LF","M","2010-03",20.6,
"LVA","HUR","TOT","PC_LF","M","2010-04",20.5,
"LVA","HUR","TOT","PC_LF","M","2010-05",20.2,
"LVA","HUR","TOT","PC_LF","M","2010-06",19.8,
"LVA","HUR","TOT","PC_LF","M","2010-07",19.3,
"LVA","HUR","TOT","PC_LF","M","2010-08",19.1,
"LVA","HUR","TOT","PC_LF","M","2010-09",18.9,
"LVA","HUR","TOT","PC_LF","M","2010-10",18.5,
"LVA","HUR","TOT","PC_LF","M","2010-11",18.2,
"LVA","HUR","TOT","PC_LF","M","2010-12",17.7,
"LVA","HUR","TOT","PC_LF","M","2011-01",17.1,
"LVA","HUR","TOT","PC_LF","M","2011-02",16.9,
"LVA","HUR","TOT","PC_LF","M","2011-03",16.9,
"LVA","HUR","TOT","PC_LF","M","2011-04",17.2,
"LVA","HUR","TOT","PC_LF","M","2011-05",17,
"LVA","HUR","TOT","PC_LF","M","2011-06",16.5,
"LVA","HUR","TOT","PC_LF","M","2011-07",15.7,
"LVA","HUR","TOT","PC_LF","M","2011-08",15.4,
"LVA","HUR","TOT","PC_LF","M","2011-09",15.3,
"LVA","HUR","TOT","PC_LF","M","2011-10",15.4,
"LVA","HUR","TOT","PC_LF","M","2011-11",15.4,
"LVA","HUR","TOT","PC_LF","M","2011-12",15.3,
"LVA","HUR","TOT","PC_LF","M","2012-01",15.5,
"LVA","HUR","TOT","PC_LF","M","2012-02",15.8,
"LVA","HUR","TOT","PC_LF","M","2012-03",16.1,
"LVA","HUR","TOT","PC_LF","M","2012-04",16.5,
"LVA","HUR","TOT","PC_LF","M","2012-05",16.4,
"LVA","HUR","TOT","PC_LF","M","2012-06",15.6,
"LVA","HUR","TOT","PC_LF","M","2012-07",14.3,
"LVA","HUR","TOT","PC_LF","M","2012-08",13.8,
"LVA","HUR","TOT","PC_LF","M","2012-09",13.8,
"LVA","HUR","TOT","PC_LF","M","2012-10",14.4,
"LVA","HUR","TOT","PC_LF","M","2012-11",14.4,
"LVA","HUR","TOT","PC_LF","M","2012-12",13.8,
"LVA","HUR","TOT","PC_LF","M","2013-01",13,
"LVA","HUR","TOT","PC_LF","M","2013-02",12.6,
"LVA","HUR","TOT","PC_LF","M","2013-03",12.1,
"LVA","HUR","TOT","PC_LF","M","2013-04",11.6,
"LVA","HUR","TOT","PC_LF","M","2013-05",11.3,
"LVA","HUR","TOT","PC_LF","M","2013-06",11.2,
"LVA","HUR","TOT","PC_LF","M","2013-07",11.8,
"LVA","HUR","TOT","PC_LF","M","2013-08",12,
"LVA","HUR","TOT","PC_LF","M","2013-09",12,
"LVA","HUR","TOT","PC_LF","M","2013-10",11.6,
"LVA","HUR","TOT","PC_LF","M","2013-11",11.4,
"LVA","HUR","TOT","PC_LF","M","2013-12",11.5,
"LVA","HUR","TOT","PC_LF","M","2014-01",11.5,
"LVA","HUR","TOT","PC_LF","M","2014-02",11.5,
"LVA","HUR","TOT","PC_LF","M","2014-03",11.3,
"LVA","HUR","TOT","PC_LF","M","2014-04",11,
"LVA","HUR","TOT","PC_LF","M","2014-05",10.6,
"LVA","HUR","TOT","PC_LF","M","2014-06",10.4,
"LVA","HUR","TOT","PC_LF","M","2014-07",10.7,
"LVA","HUR","TOT","PC_LF","M","2014-08",10.8,
"LVA","HUR","TOT","PC_LF","M","2014-09",10.8,
"LVA","HUR","TOT","PC_LF","M","2014-10",10.7,
"LVA","HUR","TOT","PC_LF","M","2014-11",10.5,
"LVA","HUR","TOT","PC_LF","M","2014-12",10.1,
"LVA","HUR","TOT","PC_LF","M","2015-01",9.7,
"LVA","HUR","TOT","PC_LF","M","2015-02",9.8,
"LVA","HUR","TOT","PC_LF","M","2015-03",10,
"LVA","HUR","TOT","PC_LF","M","2015-04",9.6,
"LVA","HUR","TOT","PC_LF","M","2015-05",9.7,
"LVA","HUR","TOT","PC_LF","M","2015-06",9.9,
"LVA","HUR","TOT","PC_LF","M","2015-07",9.9,
"LVA","HUR","TOT","PC_LF","M","2015-08",9.9,
"LVA","HUR","TOT","PC_LF","M","2015-09",9.9,
"LVA","HUR","TOT","PC_LF","M","2015-10",10,
"LVA","HUR","TOT","PC_LF","M","2015-11",10,
"LVA","HUR","TOT","PC_LF","M","2015-12",10,
"LVA","HUR","TOT","PC_LF","M","2016-01",10,
